Customer_ID,Acquisition Week,Weeks Since Acquisition,Retention Percentage,Monetary Value,Churn Probability,Prescriptive Action,Projected 12-Week Revenue_At_Risk,Net Protected Revenue (25%)
2736,1,11,0.202,6525.88,0.1692,HOLD: Monitor Only,331.16,0.0
2737,46,0,0.8336,803.32,0.2501,HOLD: Monitor Only,60.27,0.0
2738,16,1,0.6704,3137.38,0.6065,HOLD: Monitor Only,570.86,0.0
2739,46,7,0.3915,303.72,0.873,DEPLOY: $5 Standard Discount Email,79.55,19.89
2740,52,1,0.7226,1862.69,0.315,HOLD: Monitor Only,176.01,0.0
2741,3,10,0.2136,2265.95,0.2416,HOLD: Monitor Only,164.26,0.0
2742,35,3,0.5332,798.24,0.5171,HOLD: Monitor Only,123.83,0.0
2743,41,9,0.2362,1584.89,0.1077,HOLD: Monitor Only,51.23,0.0
2744,6,20,0.0861,2476.3,0.2646,HOLD: Monitor Only,196.58,0.0
2745,25,19,0.1233,3554.33,0.1979,HOLD: Monitor Only,211.0,0.0
2746,13,7,0.3261,2038.91,0.1275,HOLD: Monitor Only,77.98,0.0
2747,34,3,0.5536,8945.74,0.8118,DEPLOY: $15 VIP Win-Back Coupon,2178.71,544.68
2748,8,28,0.086,7258.4,0.0979,HOLD: Monitor Only,213.13,0.0
2749,21,11,0.1932,1742.81,0.7247,DEPLOY: $5 Standard Discount Email,378.89,94.72
2750,34,13,0.1642,366.36,0.9509,DEPLOY: $5 Standard Discount Email,104.51,26.13
2751,4,47,0.0323,1007.78,0.5701,HOLD: Monitor Only,172.36,0.0
2752,25,21,0.118,124.59,0.9076,DEPLOY: $5 Standard Discount Email,33.93,8.48
2753,15,20,0.1108,1451.34,0.3583,HOLD: Monitor Only,155.99,0.0
2754,4,21,0.0812,9721.59,0.0801,HOLD: Monitor Only,233.65,0.0
2755,45,4,0.4811,4671.38,0.1149,HOLD: Monitor Only,160.97,0.0
2756,12,29,0.0597,1998.62,0.978,DEPLOY: $5 Standard Discount Email,586.41,146.6
2757,32,6,0.3725,755.25,0.7405,DEPLOY: $5 Standard Discount Email,167.77,41.94
2758,32,19,0.0653,2093.86,0.9021,DEPLOY: $5 Standard Discount Email,566.69,141.67
2759,28,23,0.097,23329.48,0.2163,HOLD: Monitor Only,1514.0,0.0
2760,13,22,0.075,10777.74,0.2739,HOLD: Monitor Only,885.45,0.0
2761,31,6,0.4132,1509.67,0.3226,HOLD: Monitor Only,146.1,0.0
2762,14,8,0.2994,305.41,0.1877,HOLD: Monitor Only,17.2,0.0
2763,20,0,0.7996,25583.82,0.0889,HOLD: Monitor Only,682.13,0.0
2764,18,25,0.0432,754.0,0.9901,DEPLOY: $5 Standard Discount Email,223.96,55.99
2765,29,5,0.385,3415.54,0.5171,HOLD: Monitor Only,529.82,0.0
2766,6,37,0.0272,278.53,0.1774,HOLD: Monitor Only,14.82,0.0
2767,32,21,0.0516,1226.96,0.3697,HOLD: Monitor Only,136.08,0.0
2768,29,11,0.2087,277.18,0.624,HOLD: Monitor Only,51.89,0.0
2769,43,5,0.4216,448.42,0.8588,DEPLOY: $5 Standard Discount Email,115.54,28.88
2770,2,43,0.0661,596.06,0.8379,DEPLOY: $5 Standard Discount Email,149.82,37.46
2771,23,9,0.2566,3204.8,0.6742,HOLD: Monitor Only,648.18,0.0
2772,19,5,0.4231,1611.13,0.9845,DEPLOY: $5 Standard Discount Email,475.83,118.96
2773,31,16,0.1626,40000.0,0.7823,DEPLOY: $15 VIP Win-Back Coupon,9388.14,2347.03
2774,51,2,0.6471,7048.41,0.0528,HOLD: Monitor Only,111.7,0.0
2775,5,37,0.0515,7234.3,0.0152,HOLD: Monitor Only,32.97,0.0
2776,19,23,0.0583,3309.0,0.079,HOLD: Monitor Only,78.39,0.0
2777,34,18,0.0802,2518.11,0.2432,HOLD: Monitor Only,183.73,0.0
2778,10,9,0.2728,7531.65,0.1834,HOLD: Monitor Only,414.43,0.0
2779,25,23,0.0896,103.81,0.9869,DEPLOY: $5 Standard Discount Email,30.73,7.68
2780,2,7,0.3614,856.92,0.0989,HOLD: Monitor Only,25.44,0.0
2781,11,20,0.0994,353.33,0.9537,DEPLOY: $5 Standard Discount Email,101.09,25.27
2782,50,3,0.5522,188.45,0.627,HOLD: Monitor Only,35.45,0.0
2783,31,5,0.4381,718.79,0.2966,HOLD: Monitor Only,63.95,0.0
2784,15,20,0.0882,456.07,0.7272,DEPLOY: $5 Standard Discount Email,99.49,24.87
2785,9,38,0.07,7578.23,0.1089,HOLD: Monitor Only,247.64,0.0
2786,23,23,0.1021,2018.19,0.3811,HOLD: Monitor Only,230.74,0.0
2787,19,32,0.0532,162.07,0.8385,DEPLOY: $5 Standard Discount Email,40.77,10.19
2788,9,17,0.1476,2635.56,0.4441,HOLD: Monitor Only,351.14,0.0
2789,35,11,0.2274,536.66,0.3756,HOLD: Monitor Only,60.48,0.0
2790,21,26,0.0665,1948.38,0.9969,DEPLOY: $5 Standard Discount Email,582.69,145.67
2791,9,9,0.2708,2900.0,0.5818,HOLD: Monitor Only,506.17,0.0
2792,28,13,0.1699,734.67,0.4622,HOLD: Monitor Only,101.87,0.0
2793,46,0,0.8504,2346.86,0.3057,HOLD: Monitor Only,215.24,0.0
2794,51,1,0.7768,2929.21,0.3207,HOLD: Monitor Only,281.86,0.0
2795,7,31,0.068,1484.56,0.0864,HOLD: Monitor Only,38.46,0.0
2796,16,25,0.052,762.38,0.9634,DEPLOY: $5 Standard Discount Email,220.35,55.09
2797,16,24,0.0513,1814.87,0.9922,DEPLOY: $5 Standard Discount Email,540.24,135.06
2798,33,10,0.2088,1529.38,0.3762,HOLD: Monitor Only,172.6,0.0
2799,4,22,0.0893,2643.41,0.6905,HOLD: Monitor Only,547.62,0.0
2800,4,33,0.0488,1317.48,0.7852,DEPLOY: $5 Standard Discount Email,310.33,77.58
2801,39,8,0.2976,432.5,0.7569,DEPLOY: $5 Standard Discount Email,98.21,24.55
2802,40,3,0.5788,1476.14,0.8404,DEPLOY: $5 Standard Discount Email,372.16,93.04
2803,17,22,0.1201,2675.83,0.6753,HOLD: Monitor Only,542.11,0.0
2804,37,6,0.3689,2257.84,0.8797,DEPLOY: $5 Standard Discount Email,595.85,148.96
2805,39,7,0.3018,1582.7,0.0711,HOLD: Monitor Only,33.76,0.0
2806,52,0,0.8858,1008.34,0.4831,HOLD: Monitor Only,146.15,0.0
2807,29,20,0.0607,947.65,0.4082,HOLD: Monitor Only,116.06,0.0
2808,52,1,0.7086,1073.36,0.5492,HOLD: Monitor Only,176.86,0.0
2809,36,17,0.1478,6577.38,0.5284,HOLD: Monitor Only,1042.64,0.0
2810,38,14,0.1693,579.74,0.5633,HOLD: Monitor Only,97.96,0.0
2811,39,0,0.8597,2016.64,0.1352,HOLD: Monitor Only,81.78,0.0
2812,50,0,0.849,399.58,0.4209,HOLD: Monitor Only,50.45,0.0
2813,37,1,0.7338,4526.38,0.254,HOLD: Monitor Only,344.87,0.0
2814,52,1,0.7255,950.17,0.3324,HOLD: Monitor Only,94.75,0.0
2815,35,2,0.637,671.33,0.919,DEPLOY: $5 Standard Discount Email,185.09,46.27
2816,7,17,0.1115,2341.48,0.2734,HOLD: Monitor Only,192.02,0.0
2817,27,13,0.1363,94.36,0.4036,HOLD: Monitor Only,11.42,0.0
2818,28,23,0.059,380.17,0.6117,HOLD: Monitor Only,69.77,0.0
2819,22,7,0.2877,2788.03,0.2635,HOLD: Monitor Only,220.43,0.0
2820,14,29,0.0619,6109.05,0.1237,HOLD: Monitor Only,226.68,0.0
2821,7,43,0.0528,3106.1,0.2175,HOLD: Monitor Only,202.68,0.0
2822,37,9,0.293,2137.34,0.2454,HOLD: Monitor Only,157.36,0.0
2823,22,22,0.087,32612.83,0.1901,HOLD: Monitor Only,1860.28,0.0
2824,5,48,0.0395,3260.65,0.7223,DEPLOY: $15 VIP Win-Back Coupon,706.54,176.64
2825,2,10,0.2245,516.25,0.3409,HOLD: Monitor Only,52.8,0.0
2826,27,1,0.7483,6183.22,0.0552,HOLD: Monitor Only,102.34,0.0
2827,21,25,0.0734,837.78,0.363,HOLD: Monitor Only,91.23,0.0
2828,38,3,0.5717,772.87,0.8087,DEPLOY: $5 Standard Discount Email,187.5,46.87
2829,15,32,0.0641,344.77,0.8437,DEPLOY: $5 Standard Discount Email,87.27,21.82
2830,21,12,0.1772,1103.57,0.6894,HOLD: Monitor Only,228.25,0.0
2831,10,39,0.0416,413.48,0.1944,HOLD: Monitor Only,24.12,0.0
2832,23,24,0.0601,3529.49,0.8935,DEPLOY: $15 VIP Win-Back Coupon,946.06,236.52
2833,39,3,0.5416,1555.42,0.4328,HOLD: Monitor Only,201.98,0.0
2834,5,41,0.0301,353.14,0.1205,HOLD: Monitor Only,12.77,0.0
2835,1,18,0.1405,1640.49,0.7318,DEPLOY: $5 Standard Discount Email,360.15,90.04
2836,13,17,0.115,5958.64,0.2316,HOLD: Monitor Only,414.07,0.0
2837,21,29,0.0572,12666.47,0.0047,HOLD: Monitor Only,17.72,0.0
2838,26,18,0.0938,211.13,0.9155,DEPLOY: $5 Standard Discount Email,57.98,14.5
2839,50,1,0.7471,710.51,0.8492,DEPLOY: $5 Standard Discount Email,181.02,45.25
2840,45,6,0.3993,384.82,0.8023,DEPLOY: $5 Standard Discount Email,92.63,23.16
2841,21,15,0.1488,2763.52,0.1588,HOLD: Monitor Only,131.63,0.0
2842,18,0,0.8684,333.39,0.6254,HOLD: Monitor Only,62.55,0.0
2843,37,11,0.1919,6445.14,0.9505,DEPLOY: $15 VIP Win-Back Coupon,1837.84,459.46
2844,45,7,0.3299,7665.09,0.2199,HOLD: Monitor Only,505.75,0.0
2845,32,1,0.7271,4825.85,0.3211,HOLD: Monitor Only,464.92,0.0
2846,36,7,0.3321,764.53,0.5834,HOLD: Monitor Only,133.81,0.0
2847,17,17,0.1379,824.53,0.705,DEPLOY: $5 Standard Discount Email,174.39,43.6
2848,35,15,0.1431,1045.26,0.2758,HOLD: Monitor Only,86.5,0.0
2849,49,4,0.5216,6809.61,0.1915,HOLD: Monitor Only,391.15,0.0
2850,11,25,0.063,235.65,0.8403,DEPLOY: $5 Standard Discount Email,59.41,14.85
2851,21,29,0.0442,2873.68,0.9966,DEPLOY: $15 VIP Win-Back Coupon,859.14,214.79
2852,52,1,0.7488,589.85,0.3956,HOLD: Monitor Only,70.01,0.0
2853,26,12,0.1846,1093.01,0.8184,DEPLOY: $5 Standard Discount Email,268.37,67.09
2854,4,18,0.1102,4373.73,0.8524,DEPLOY: $15 VIP Win-Back Coupon,1118.52,279.63
2855,34,2,0.6461,293.38,0.8125,DEPLOY: $5 Standard Discount Email,71.51,17.88
2856,52,1,0.7289,1295.58,0.2841,HOLD: Monitor Only,110.44,0.0
2857,48,2,0.6466,1549.05,0.6437,HOLD: Monitor Only,299.14,0.0
2858,18,11,0.2231,1728.71,0.7879,DEPLOY: $5 Standard Discount Email,408.63,102.16
2859,40,1,0.7601,1597.48,0.5688,HOLD: Monitor Only,272.61,0.0
2860,35,10,0.2187,3526.25,0.9827,DEPLOY: $15 VIP Win-Back Coupon,1039.58,259.9
2861,41,11,0.2083,1051.12,0.5898,HOLD: Monitor Only,185.97,0.0
2862,29,17,0.142,2802.99,0.7927,DEPLOY: $15 VIP Win-Back Coupon,666.55,166.64
2863,52,0,0.8406,2686.0,0.5576,HOLD: Monitor Only,449.31,0.0
2864,29,4,0.4761,2548.56,0.4163,HOLD: Monitor Only,318.32,0.0
2865,38,5,0.4438,3406.38,0.1456,HOLD: Monitor Only,148.77,0.0
2866,42,11,0.216,2536.39,0.1955,HOLD: Monitor Only,148.77,0.0
2867,21,1,0.7218,1623.59,0.2481,HOLD: Monitor Only,120.84,0.0
2868,42,4,0.4611,394.36,0.827,DEPLOY: $5 Standard Discount Email,97.84,24.46
2869,13,6,0.3795,9215.33,0.2881,HOLD: Monitor Only,796.5,0.0
2870,49,1,0.7302,13815.56,0.1455,HOLD: Monitor Only,603.24,0.0
2871,41,9,0.2237,1174.63,0.5666,HOLD: Monitor Only,199.67,0.0
2872,17,23,0.0617,3126.56,0.9823,DEPLOY: $15 VIP Win-Back Coupon,921.35,230.34
2873,9,11,0.2157,937.17,0.946,DEPLOY: $5 Standard Discount Email,265.98,66.5
2874,41,6,0.3722,761.84,0.4547,HOLD: Monitor Only,103.93,0.0
2875,1,39,0.0836,1932.13,0.246,HOLD: Monitor Only,142.61,0.0
2876,2,8,0.2492,40000.0,0.284,HOLD: Monitor Only,3407.46,0.0
2877,48,4,0.5158,12263.91,0.0232,HOLD: Monitor Only,85.34,0.0
2878,29,12,0.1754,10245.98,0.9928,DEPLOY: $15 VIP Win-Back Coupon,3051.78,762.95
2879,33,4,0.4793,3369.52,0.2366,HOLD: Monitor Only,239.16,0.0
2880,10,10,0.1975,601.23,0.5337,HOLD: Monitor Only,96.27,0.0
2881,50,1,0.7479,6274.06,0.2685,HOLD: Monitor Only,505.36,0.0
2882,40,3,0.5236,59.7,0.6856,HOLD: Monitor Only,12.28,0.0
2883,21,12,0.1986,2890.11,0.5779,HOLD: Monitor Only,501.1,0.0
2884,28,8,0.2607,6751.05,0.238,HOLD: Monitor Only,481.97,0.0
2885,11,14,0.1209,2168.48,0.4039,HOLD: Monitor Only,262.73,0.0
2886,34,9,0.2336,13243.3,0.1235,HOLD: Monitor Only,490.53,0.0
2887,8,6,0.3609,326.66,0.4491,HOLD: Monitor Only,44.01,0.0
2888,22,7,0.3488,12342.88,0.0557,HOLD: Monitor Only,206.39,0.0
2889,8,27,0.094,1496.29,0.4928,HOLD: Monitor Only,221.22,0.0
2890,49,2,0.6304,10310.72,0.1062,HOLD: Monitor Only,328.51,0.0
2891,15,14,0.147,6150.18,0.1554,HOLD: Monitor Only,286.71,0.0
2892,17,35,0.064,11124.27,0.1391,HOLD: Monitor Only,464.23,0.0
2893,23,20,0.0832,5828.75,0.2426,HOLD: Monitor Only,424.21,0.0
2894,24,5,0.4369,4147.75,0.6401,HOLD: Monitor Only,796.48,0.0
2895,45,0,0.8499,9315.14,0.2047,HOLD: Monitor Only,572.18,0.0
2896,19,3,0.555,1932.51,0.6382,HOLD: Monitor Only,370.02,0.0
2897,5,10,0.2001,3724.96,0.4635,HOLD: Monitor Only,517.95,0.0
2898,32,11,0.2066,1800.21,0.4166,HOLD: Monitor Only,224.98,0.0
2899,44,9,0.2766,793.93,0.9976,DEPLOY: $5 Standard Discount Email,237.6,59.4
2900,1,36,0.038,3402.74,0.3204,HOLD: Monitor Only,327.04,0.0
2901,23,22,0.0401,2289.51,0.9047,DEPLOY: $5 Standard Discount Email,621.38,155.34
2902,37,15,0.1279,8171.18,0.0123,HOLD: Monitor Only,30.03,0.0
2903,8,44,0.0813,1435.54,0.4462,HOLD: Monitor Only,192.15,0.0
2904,13,26,0.0904,725.72,0.2146,HOLD: Monitor Only,46.72,0.0
2905,8,38,0.0411,8035.39,0.1869,HOLD: Monitor Only,450.54,0.0
2906,23,7,0.3391,1950.83,0.4344,HOLD: Monitor Only,254.21,0.0
2907,43,6,0.3875,699.61,0.546,HOLD: Monitor Only,114.59,0.0
2908,1,15,0.1641,9574.47,0.1552,HOLD: Monitor Only,445.74,0.0
2909,45,3,0.5291,5497.85,0.7271,DEPLOY: $15 VIP Win-Back Coupon,1199.17,299.79
2910,51,2,0.6213,16623.94,0.1987,HOLD: Monitor Only,990.74,0.0
2911,24,20,0.0496,1200.99,0.0104,HOLD: Monitor Only,3.74,0.0
2912,35,9,0.2438,1015.38,0.5871,HOLD: Monitor Only,178.84,0.0
2913,24,24,0.0932,490.84,0.5219,HOLD: Monitor Only,76.84,0.0
2914,17,11,0.1924,915.72,0.1556,HOLD: Monitor Only,42.74,0.0
2915,5,25,0.0427,1137.25,0.3702,HOLD: Monitor Only,126.31,0.0
2916,20,32,0.0611,4103.53,0.2688,HOLD: Monitor Only,330.92,0.0
2917,21,27,0.069,592.74,0.9978,DEPLOY: $5 Standard Discount Email,177.44,44.36
2918,40,8,0.2706,815.66,0.7619,DEPLOY: $5 Standard Discount Email,186.44,46.61
2919,31,11,0.1935,13849.28,0.5199,HOLD: Monitor Only,2159.95,0.0
2920,46,4,0.4921,53.67,0.9155,DEPLOY: $5 Standard Discount Email,14.74,3.69
2921,36,2,0.6576,3217.35,0.3569,HOLD: Monitor Only,344.45,0.0
2922,11,4,0.4761,384.33,0.6431,HOLD: Monitor Only,74.15,0.0
2923,52,1,0.7227,687.94,0.7129,DEPLOY: $5 Standard Discount Email,147.13,36.78
2924,15,33,0.0939,9976.96,0.0301,HOLD: Monitor Only,90.23,0.0
2925,19,12,0.1768,1970.2,0.394,HOLD: Monitor Only,232.9,0.0
2926,7,38,0.0577,40000.0,0.0533,HOLD: Monitor Only,640.16,0.0
2927,51,1,0.7515,3835.96,0.2761,HOLD: Monitor Only,317.74,0.0
2928,28,12,0.1465,668.07,0.9012,DEPLOY: $5 Standard Discount Email,180.62,45.16
2929,51,1,0.7382,3530.82,0.473,HOLD: Monitor Only,501.05,0.0
2930,43,10,0.1956,7016.13,0.5337,HOLD: Monitor Only,1123.41,0.0
2931,5,41,0.0491,3382.33,0.1445,HOLD: Monitor Only,146.63,0.0
2932,5,37,0.0806,1396.28,0.2888,HOLD: Monitor Only,120.99,0.0
2933,30,3,0.5401,237.63,0.8975,DEPLOY: $5 Standard Discount Email,63.98,16.0
2934,32,20,0.0565,1227.91,0.2344,HOLD: Monitor Only,86.34,0.0
2935,8,32,0.0943,13374.96,0.9835,DEPLOY: $15 VIP Win-Back Coupon,3946.47,986.62
2936,10,6,0.3523,695.02,0.5779,HOLD: Monitor Only,120.49,0.0
2937,38,7,0.3,1103.03,0.9975,DEPLOY: $5 Standard Discount Email,330.09,82.52
2938,47,0,0.8824,5954.77,0.2167,HOLD: Monitor Only,387.12,0.0
2939,32,7,0.3062,3803.37,0.2871,HOLD: Monitor Only,327.59,0.0
2940,48,4,0.5219,375.45,0.1599,HOLD: Monitor Only,18.01,0.0
2941,28,18,0.1092,1587.09,0.8079,DEPLOY: $5 Standard Discount Email,384.64,96.16
2942,17,9,0.2831,9782.63,0.4432,HOLD: Monitor Only,1300.7,0.0
2943,31,10,0.2322,1866.41,0.8712,DEPLOY: $5 Standard Discount Email,487.83,121.96
2944,8,14,0.1696,10071.62,0.1068,HOLD: Monitor Only,322.77,0.0
2945,40,5,0.4095,10778.74,0.2699,HOLD: Monitor Only,872.83,0.0
2946,25,14,0.1357,593.96,0.4411,HOLD: Monitor Only,78.6,0.0
2947,9,4,0.4467,1268.95,0.4284,HOLD: Monitor Only,163.07,0.0
2948,2,28,0.0814,3980.35,0.1386,HOLD: Monitor Only,165.54,0.0
2949,15,18,0.1122,285.65,0.9967,DEPLOY: $5 Standard Discount Email,85.41,21.35
2950,50,1,0.7184,1383.46,0.1687,HOLD: Monitor Only,70.01,0.0
2951,3,50,0.0155,3482.21,0.3001,HOLD: Monitor Only,313.46,0.0
2952,49,1,0.7442,856.88,0.2769,HOLD: Monitor Only,71.19,0.0
2953,36,11,0.2372,3661.87,0.8321,DEPLOY: $15 VIP Win-Back Coupon,914.12,228.53
2954,4,3,0.5573,879.89,0.3893,HOLD: Monitor Only,102.77,0.0
2955,14,30,0.0457,868.27,0.923,DEPLOY: $5 Standard Discount Email,240.43,60.11
2956,41,1,0.7198,4416.15,0.3231,HOLD: Monitor Only,428.0,0.0
2957,41,7,0.3549,9336.19,0.0964,HOLD: Monitor Only,269.98,0.0
2958,25,3,0.5445,770.55,0.4499,HOLD: Monitor Only,104.01,0.0
2959,50,0,0.8426,422.58,0.5844,HOLD: Monitor Only,74.08,0.0
2960,10,22,0.1003,1728.99,0.3684,HOLD: Monitor Only,191.11,0.0
2961,21,11,0.2164,3166.18,0.6158,HOLD: Monitor Only,584.92,0.0
2962,36,1,0.7319,761.38,0.3193,HOLD: Monitor Only,72.92,0.0
2963,12,35,0.0402,13264.23,0.2885,HOLD: Monitor Only,1147.98,0.0
2964,27,4,0.5184,1515.94,0.4238,HOLD: Monitor Only,192.73,0.0
2965,40,2,0.6203,753.52,0.3105,HOLD: Monitor Only,70.2,0.0
2966,2,8,0.2867,18362.07,0.1976,HOLD: Monitor Only,1088.64,0.0
2967,13,17,0.0823,8265.54,0.2777,HOLD: Monitor Only,688.52,0.0
2968,32,10,0.2523,755.28,0.2566,HOLD: Monitor Only,58.15,0.0
2969,31,2,0.6332,6506.58,0.1396,HOLD: Monitor Only,272.49,0.0
2970,16,33,0.0417,823.03,0.0955,HOLD: Monitor Only,23.57,0.0
2971,32,8,0.3042,4541.86,0.2422,HOLD: Monitor Only,330.01,0.0
2972,32,13,0.1353,15256.93,0.1206,HOLD: Monitor Only,551.83,0.0
2973,34,3,0.5728,423.86,0.2378,HOLD: Monitor Only,30.24,0.0
2974,11,28,0.0548,948.3,0.9942,DEPLOY: $5 Standard Discount Email,282.84,70.71
2975,10,40,0.0279,973.6,0.3641,HOLD: Monitor Only,106.35,0.0
2976,15,14,0.1282,2486.75,0.6052,HOLD: Monitor Only,451.53,0.0
2977,17,27,0.0503,3190.72,0.5993,HOLD: Monitor Only,573.65,0.0
2978,40,9,0.2485,1624.7,0.8788,DEPLOY: $5 Standard Discount Email,428.32,107.08
2979,18,15,0.1103,240.28,0.9457,DEPLOY: $5 Standard Discount Email,68.17,17.04
2980,9,11,0.2095,412.73,0.3876,HOLD: Monitor Only,48.0,0.0
2981,25,19,0.0718,626.24,0.3198,HOLD: Monitor Only,60.08,0.0
2982,40,4,0.4417,3539.98,0.6876,HOLD: Monitor Only,730.25,0.0
2983,14,33,0.0941,338.96,0.4984,HOLD: Monitor Only,50.68,0.0
2984,25,9,0.2614,604.0,0.5733,HOLD: Monitor Only,103.88,0.0
2985,50,0,0.8902,463.88,0.5847,HOLD: Monitor Only,81.36,0.0
2986,22,6,0.3544,2723.21,0.1144,HOLD: Monitor Only,93.48,0.0
2987,52,1,0.7482,7031.04,0.3939,HOLD: Monitor Only,830.8,0.0
2988,30,16,0.1405,2175.44,0.8892,DEPLOY: $5 Standard Discount Email,580.34,145.08
2989,20,26,0.0624,19775.6,0.2915,HOLD: Monitor Only,1729.08,0.0
2990,21,23,0.0465,2174.9,0.1024,HOLD: Monitor Only,66.81,0.0
2991,44,2,0.6374,1614.9,0.1062,HOLD: Monitor Only,51.45,0.0
2992,32,13,0.1763,705.56,0.3994,HOLD: Monitor Only,84.54,0.0
2993,51,1,0.7503,2306.73,0.3245,HOLD: Monitor Only,224.53,0.0
2994,46,5,0.4279,670.4,0.4539,HOLD: Monitor Only,91.28,0.0
2995,49,1,0.7565,558.48,0.3147,HOLD: Monitor Only,52.73,0.0
2996,21,22,0.0965,539.65,0.5241,HOLD: Monitor Only,84.85,0.0
2997,35,3,0.5496,1381.5,0.5191,HOLD: Monitor Only,215.16,0.0
2998,32,16,0.0922,992.15,0.0256,HOLD: Monitor Only,7.62,0.0
2999,30,8,0.2948,40000.0,0.2257,HOLD: Monitor Only,2707.95,0.0
3000,39,3,0.5452,2324.49,0.805,DEPLOY: $5 Standard Discount Email,561.37,140.34
3001,49,1,0.7414,2279.03,0.0544,HOLD: Monitor Only,37.17,0.0
3002,12,23,0.1023,932.3,0.599,HOLD: Monitor Only,167.53,0.0
3003,41,7,0.3387,40000.0,0.8159,DEPLOY: $15 VIP Win-Back Coupon,9790.23,2447.56
3004,47,6,0.4012,596.61,0.0803,HOLD: Monitor Only,14.38,0.0
3005,18,30,0.0387,1024.08,0.8897,DEPLOY: $5 Standard Discount Email,273.33,68.33
3006,21,30,0.0806,5997.23,0.0411,HOLD: Monitor Only,73.95,0.0
3007,13,39,0.0858,2304.97,0.9952,DEPLOY: $5 Standard Discount Email,688.2,172.05
3008,21,23,0.0767,392.43,0.2291,HOLD: Monitor Only,26.97,0.0
3009,8,25,0.1153,1868.24,0.9973,DEPLOY: $5 Standard Discount Email,558.94,139.74
3010,46,7,0.3128,4087.23,0.3324,HOLD: Monitor Only,407.56,0.0
3011,40,8,0.2782,3342.33,0.3576,HOLD: Monitor Only,358.58,0.0
3012,46,6,0.3883,3997.49,0.3682,HOLD: Monitor Only,441.6,0.0
3013,7,12,0.1833,24905.34,0.651,HOLD: Monitor Only,4864.01,0.0
3014,23,14,0.1331,2504.48,0.4399,HOLD: Monitor Only,330.54,0.0
3015,44,3,0.5725,4697.44,0.2916,HOLD: Monitor Only,410.9,0.0
3016,32,15,0.1414,98.59,0.9679,DEPLOY: $5 Standard Discount Email,28.63,7.16
3017,11,29,0.0486,16961.1,0.0135,HOLD: Monitor Only,68.68,0.0
3018,22,11,0.2074,1954.71,0.9791,DEPLOY: $5 Standard Discount Email,574.17,143.54
3019,22,29,0.0755,638.04,0.851,DEPLOY: $5 Standard Discount Email,162.89,40.72
3020,43,3,0.5479,1430.42,0.7726,DEPLOY: $5 Standard Discount Email,331.54,82.88
3021,25,2,0.653,4003.91,0.2064,HOLD: Monitor Only,247.93,0.0
3022,22,21,0.0669,6258.52,0.1516,HOLD: Monitor Only,284.7,0.0
3023,28,16,0.1091,1612.76,0.9882,DEPLOY: $5 Standard Discount Email,478.13,119.53
3024,29,21,0.1065,3720.94,0.0595,HOLD: Monitor Only,66.41,0.0
3025,13,11,0.2159,1318.35,0.7281,DEPLOY: $5 Standard Discount Email,287.96,71.99
3026,18,20,0.0521,3261.53,0.9428,DEPLOY: $15 VIP Win-Back Coupon,922.51,230.63
3027,2,3,0.5526,2315.84,0.2519,HOLD: Monitor Only,175.01,0.0
3028,29,11,0.2134,2594.09,0.8789,DEPLOY: $15 VIP Win-Back Coupon,683.99,171.0
3029,21,30,0.0617,1244.94,0.0133,HOLD: Monitor Only,4.95,0.0
3030,15,22,0.0919,2934.79,0.2888,HOLD: Monitor Only,254.31,0.0
3031,52,1,0.7409,670.58,0.5899,HOLD: Monitor Only,118.68,0.0
3032,27,20,0.0872,2283.68,0.5614,HOLD: Monitor Only,384.59,0.0
3033,50,3,0.5568,844.41,0.8754,DEPLOY: $5 Standard Discount Email,221.75,55.44
3034,31,14,0.1698,548.73,0.0903,HOLD: Monitor Only,14.86,0.0
3035,15,22,0.0934,775.36,0.6253,HOLD: Monitor Only,145.46,0.0
3036,51,0,0.8581,1408.63,0.2202,HOLD: Monitor Only,93.07,0.0
3037,23,20,0.0916,958.94,0.2741,HOLD: Monitor Only,78.86,0.0
3038,24,14,0.137,2908.94,0.6562,HOLD: Monitor Only,572.66,0.0
3039,44,0,0.8439,1989.48,0.3755,HOLD: Monitor Only,224.14,0.0
3040,13,36,0.0749,6108.72,0.9897,DEPLOY: $15 VIP Win-Back Coupon,1813.69,453.42
3041,22,12,0.2016,1633.77,0.6644,HOLD: Monitor Only,325.64,0.0
3042,43,2,0.6297,2245.82,0.5298,HOLD: Monitor Only,356.94,0.0
3043,37,12,0.1842,16968.36,0.2101,HOLD: Monitor Only,1069.6,0.0
3044,33,17,0.1224,1067.84,0.9905,DEPLOY: $5 Standard Discount Email,317.33,79.33
3045,3,13,0.1725,1284.11,0.3841,HOLD: Monitor Only,147.97,0.0
3046,19,19,0.1048,7663.21,0.8841,DEPLOY: $15 VIP Win-Back Coupon,2032.51,508.13
3047,23,19,0.074,573.53,0.9954,DEPLOY: $5 Standard Discount Email,171.26,42.82
3048,29,18,0.0803,8764.36,0.5172,HOLD: Monitor Only,1359.79,0.0
3049,30,12,0.2056,1360.66,0.7836,DEPLOY: $5 Standard Discount Email,319.87,79.97
3050,39,11,0.2338,665.17,0.7201,DEPLOY: $5 Standard Discount Email,143.7,35.92
3051,44,6,0.3456,5357.54,0.314,HOLD: Monitor Only,504.66,0.0
3052,47,0,0.8494,1337.62,0.5692,HOLD: Monitor Only,228.43,0.0
